Airport Name,Flight Date,Origin State,Phase of flight,Time of day
DALLAS/FORT WORTH INTL ARPT,31-03-02,Texas,Approach,Day
SAN FRANCISCO INTL ARPT,31-03-02,California,Approach,Night
SEATTLE-TACOMA INTL,31-03-02,Washington,Approach,Dawn
SACRAMENTO INTL,31-03-02,California,Approach,Night
ORLANDO INTL,31-03-02,Florida,Approach,Night
CHARLESTON AFB/INTL ARPT,01-04-02,South Carolina,Approach,Night
LIHUE ARPT,01-04-02,Hawaii,Take-off run,Night
CHICAGO O'HARE INTL ARPT,01-04-02,Illinois,Approach,Day
DETROIT METRO WAYNE COUNTY ARPT,01-04-02,Michigan,Climb,Day
WASHINGTON DULLES INTL ARPT,01-04-02,DC,Approach,Night
INDIANAPOLIS INTL,01-04-02,Indiana,Approach,Night
NASHVILLE INTL,01-04-02,Tennessee,Climb,Night
AUSTIN-BERGSTROM INTL,02-04-02,Texas,Climb,Day
PHILADELPHIA INTL,02-04-02,Pennsylvania,Climb,Dusk
WASHINGTON DULLES INTL ARPT,02-04-02,DC,Approach,Dawn
LIHUE ARPT,02-04-02,Hawaii,Landing Roll,Day
PORT COLUMBUS INTL,02-04-02,Ohio,Take-off run,Day
CHICAGO MIDWAY INTL ARPT,03-04-02,Illinois,Take-off run,Day
RONALD REAGAN WASHINGTON NATL,03-04-02,DC,Approach,Dawn
DETROIT METRO WAYNE COUNTY ARPT,03-04-02,Michigan,Approach,Day
LIHUE ARPT,03-04-02,Hawaii,Take-off run,Day
PORT COLUMBUS INTL,03-04-02,Ohio,Climb,Night
PORT COLUMBUS INTL,04-04-02,Ohio,Climb,Night
NEW ORLEANS INTL,04-04-02,Louisiana,Approach,Night
NEW ORLEANS INTL,04-04-02,Louisiana,Approach,Night
SEATTLE-TACOMA INTL,04-04-02,Washington,Climb,Night
CHICAGO O'HARE INTL ARPT,06-04-02,Illinois,Climb,Dusk
DALLAS/FORT WORTH INTL ARPT,06-04-02,Texas,Approach,Day
CLEVELAND-HOPKINS INTL ARPT,07-04-02,Ohio,Climb,Dusk
CHICAGO O'HARE INTL ARPT,07-04-02,Illinois,Approach,Day
DALLAS/FORT WORTH INTL ARPT,07-04-02,Texas,Landing Roll,Dusk
KANSAS CITY INTL,08-04-02,Missouri,Climb,Night
HONOLULU INTL ARPT,08-04-02,Hawaii,Take-off run,Night
SAN ANTONIO INTL,09-04-02,Texas,Approach,Night
DALLAS/FORT WORTH INTL ARPT,09-04-02,Texas,Climb,Night
PHOENIX SKY HARBOR,10-04-02,Arizona,Approach,Night
LOGAN INTL,10-04-02,Massachusetts,Landing Roll,Dawn
CHICAGO O'HARE INTL ARPT,10-04-02,Illinois,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,10-04-02,Kentucky,Take-off run,Day
WASHINGTON DULLES INTL ARPT,11-04-02,DC,Climb,Day
MINNEAPOLIS-ST PAUL INTL,11-04-02,Minnesota,Climb,Day
LIHUE ARPT,12-04-02,Hawaii,Take-off run,Day
NEWARK LIBERTY INTL ARPT,12-04-02,New Jersey,Landing Roll,Day
GEORGE BUSH INTERCONTINENTAL,12-04-02,Texas,Approach,Night
DALLAS/FORT WORTH INTL ARPT,13-04-02,Texas,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,14-04-02,Texas,Approach,Night
GEORGE BUSH INTERCONTINENTAL,14-04-02,Texas,Descent,Night
MINNEAPOLIS-ST PAUL INTL,14-04-02,Minnesota,Approach,Night
CLEVELAND-HOPKINS INTL ARPT,14-04-02,Ohio,Approach,Night
MEMPHIS INTL,14-04-02,Tennessee,Approach,Night
GREATER PITTSBURGH,15-04-02,Pennsylvania,Landing Roll,Day
KANSAS CITY INTL,15-04-02,Missouri,Descent,Night
WASHINGTON DULLES INTL ARPT,15-04-02,DC,Approach,Dawn
NEW ORLEANS INTL,15-04-02,Louisiana,Approach,Day
HOUSTON-HOBBY,16-04-02,Texas,Approach,Night
HOUSTON-HOBBY,16-04-02,Texas,Descent,Day
SAN FRANCISCO INTL ARPT,16-04-02,California,Landing Roll,Day
LOS ANGELES INTL,16-04-02,California,Approach,Night
WASHINGTON DULLES INTL ARPT,16-04-02,DC,Approach,Night
CHARLESTON AFB/INTL ARPT,16-04-02,South Carolina,Approach,Night
CHICAGO MIDWAY INTL ARPT,17-04-02,Illinois,Approach,Night
BALTIMORE WASH INTL,17-04-02,Maryland,Approach,Night
NEWARK LIBERTY INTL ARPT,18-04-02,New Jersey,Approach,Night
LIHUE ARPT,18-04-02,Hawaii,Landing Roll,Day
DENVER INTL AIRPORT,19-04-02,Colorado,Climb,Day
LOS ANGELES INTL,20-04-02,California,Approach,Dusk
LOUISVILLE INTL ARPT,20-04-02,Kentucky,Approach,Night
LAMBERT-ST LOUIS INTL,21-04-02,Missouri,Approach,Day
PORTLAND INTL (OR),21-04-02,Oregon,Take-off run,Day
SACRAMENTO INTL,22-04-02,California,Landing Roll,Night
PHOENIX SKY HARBOR,22-04-02,Arizona,Approach,Night
METRO OAKLAND INTL,22-04-02,California,Descent,Night
PORTLAND INTL (OR),23-04-02,Oregon,Take-off run,Day
SACRAMENTO INTL,23-04-02,California,Approach,Day
RONALD REAGAN WASHINGTON NATL,23-04-02,DC,Climb,Day
CHARLOTTE/DOUGLAS INTL ARPT,23-04-02,North Carolina,Landing Roll,Day
FORT LAUDERDALE/HOLLYWOOD INTL,23-04-02,Florida,Climb,Dusk
FORT LAUDERDALE/HOLLYWOOD INTL,23-04-02,Florida,Approach,Night
INDIANAPOLIS INTL,23-04-02,Indiana,Approach,Night
NEWARK LIBERTY INTL ARPT,24-04-02,New Jersey,Approach,Night
MEMPHIS INTL,24-04-02,Tennessee,Approach,Night
HOUSTON-HOBBY,24-04-02,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,24-04-02,Texas,Approach,Day
HOUSTON-HOBBY,24-04-02,Texas,Approach,Night
CHICAGO MIDWAY INTL ARPT,25-04-02,Illinois,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,25-04-02,Texas,Approach,Night
LIHUE ARPT,25-04-02,Hawaii,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,25-04-02,North Carolina,Approach,Day
GREATER PITTSBURGH,25-04-02,Pennsylvania,Landing Roll,Dusk
ORLANDO INTL,25-04-02,Florida,Climb,Night
SACRAMENTO INTL,26-04-02,California,Climb,Day
RONALD REAGAN WASHINGTON NATL,26-04-02,DC,Climb,Day
FORT LAUDERDALE/HOLLYWOOD INTL,27-04-02,Florida,Approach,Day
LIHUE ARPT,27-04-02,Hawaii,Take-off run,Day
GEORGE BUSH INTERCONTINENTAL,27-04-02,Texas,Descent,Night
MEMPHIS INTL,28-04-02,Tennessee,Approach,Day
NASHVILLE INTL,28-04-02,Tennessee,Approach,Day
HOUSTON-HOBBY,28-04-02,Texas,Approach,Day
NEW ORLEANS INTL,28-04-02,Louisiana,Climb,Day
FORT LAUDERDALE/HOLLYWOOD INTL,29-04-02,Florida,Approach,Day
PORT COLUMBUS INTL,29-04-02,Ohio,Approach,Night
PORTLAND INTL (OR),30-04-02,Oregon,Approach,Day
MEMPHIS INTL,30-04-02,Tennessee,Approach,Night
LAMBERT-ST LOUIS INTL,30-04-02,Missouri,Descent,Night
WASHINGTON DULLES INTL ARPT,30-04-02,DC,Landing Roll,Dawn
RONALD REAGAN WASHINGTON NATL,30-04-02,DC,Approach,Day
MINETA SAN JOSE INTL,30-04-02,California,Climb,Day
NEW ORLEANS INTL,01-05-02,Louisiana,Approach,Day
INDIANAPOLIS INTL,01-05-02,Indiana,Approach,Night
CLEVELAND-HOPKINS INTL ARPT,01-05-02,Ohio,Approach,Night
MEMPHIS INTL,01-05-02,Tennessee,Approach,Night
WASHINGTON DULLES INTL ARPT,01-05-02,DC,Climb,Night
BALTIMORE WASH INTL,01-05-02,Maryland,Approach,Day
PHOENIX SKY HARBOR,01-05-02,Arizona,Approach,Night
RONALD REAGAN WASHINGTON NATL,01-05-02,DC,Approach,Night
CHARLESTON AFB/INTL ARPT,02-05-02,South Carolina,Approach,Day
ATLANTA INTL,02-05-02,Georgia,Climb,Night
MEMPHIS INTL,02-05-02,Tennessee,Descent,Night
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,02-05-02,Kentucky,Approach,Dawn
SAN FRANCISCO INTL ARPT,02-05-02,California,Take-off run,Day
ATLANTA INTL,02-05-02,Georgia,Approach,Night
DENVER INTL AIRPORT,03-05-02,Colorado,Approach,Day
METRO OAKLAND INTL,03-05-02,California,Climb,Day
GREATER PITTSBURGH,03-05-02,Pennsylvania,Landing Roll,Day
CHICAGO O'HARE INTL ARPT,03-05-02,Illinois,Climb,Night
GEORGE BUSH INTERCONTINENTAL,03-05-02,Texas,Approach,Day
SACRAMENTO INTL,03-05-02,California,Climb,Day
DETROIT METRO WAYNE COUNTY ARPT,03-05-02,Michigan,Take-off run,Day
LAMBERT-ST LOUIS INTL,03-05-02,Missouri,Approach,Night
HOUSTON-HOBBY,04-05-02,Texas,Descent,Dusk
LAGUARDIA NY,04-05-02,New York,Approach,Day
LOGAN INTL,04-05-02,Massachusetts,Approach,Night
LAGUARDIA NY,05-05-02,New York,Climb,Night
GEORGE BUSH INTERCONTINENTAL,05-05-02,Texas,Descent,Day
SEATTLE-TACOMA INTL,05-05-02,Washington,Approach,Night
PORTLAND INTL (OR),05-05-02,Oregon,Take-off run,Day
ATLANTA INTL,05-05-02,Georgia,Approach,Night
BALTIMORE WASH INTL,05-05-02,Maryland,Approach,Night
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,06-05-02,Kentucky,Climb,Day
LOS ANGELES INTL,06-05-02,California,Landing Roll,Day
WASHINGTON DULLES INTL ARPT,07-05-02,DC,Take-off run,Dawn
JOHN F KENNEDY INTL,07-05-02,New York,Take-off run,Day
NEWARK LIBERTY INTL ARPT,07-05-02,New Jersey,Approach,Night
MEMPHIS INTL,07-05-02,Tennessee,Descent,Night
BARKSDALE AIR FORCE BASE ARPT,07-05-02,Louisiana,Approach,Day
KANSAS CITY INTL,07-05-02,Missouri,Take-off run,Day
AUSTIN-BERGSTROM INTL,07-05-02,Texas,Take-off run,Day
DENVER INTL AIRPORT,08-05-02,Colorado,Climb,Day
JOHN F KENNEDY INTL,08-05-02,New York,Climb,Day
MEMPHIS INTL,08-05-02,Tennessee,Approach,Night
SALT LAKE CITY INTL,08-05-02,Utah,Approach,Day
LIHUE ARPT,08-05-02,Hawaii,Climb,Day
PHOENIX SKY HARBOR,08-05-02,Arizona,Approach,Night
PHOENIX SKY HARBOR,09-05-02,Arizona,Climb,Night
MEMPHIS INTL,09-05-02,Tennessee,Approach,Night
WILL ROGERS WORLD ARPT,09-05-02,Oklahoma,Descent,Night
RONALD REAGAN WASHINGTON NATL,09-05-02,DC,Approach,Day
WILL ROGERS WORLD ARPT,09-05-02,Oklahoma,Take-off run,Day
WASHINGTON DULLES INTL ARPT,09-05-02,DC,Approach,Night
BALTIMORE WASH INTL,09-05-02,Maryland,Climb,Night
SACRAMENTO INTL,10-05-02,California,Climb,Dawn
LOUISVILLE INTL ARPT,10-05-02,Kentucky,Landing Roll,Dusk
PHILADELPHIA INTL,10-05-02,Pennsylvania,Approach,Night
METRO OAKLAND INTL,10-05-02,California,Descent,Night
CHICAGO O'HARE INTL ARPT,10-05-02,Illinois,Approach,Day
JOHN F KENNEDY INTL,11-05-02,New York,Landing Roll,Day
PORTLAND INTL (OR),11-05-02,Oregon,Approach,Day
DALLAS/FORT WORTH INTL ARPT,11-05-02,Texas,Approach,Day
DENVER INTL AIRPORT,12-05-02,Colorado,Landing Roll,Day
CLEVELAND-HOPKINS INTL ARPT,12-05-02,Ohio,Take-off run,Day
SAN ANTONIO INTL,12-05-02,Texas,Take-off run,Day
JOHN F KENNEDY INTL,12-05-02,New York,Take-off run,Day
HONOLULU INTL ARPT,12-05-02,Hawaii,Approach,Day
DENVER INTL AIRPORT,12-05-02,Colorado,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,12-05-02,Kentucky,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,13-05-02,Louisiana,Parked,Dawn
ATLANTA INTL,13-05-02,Georgia,Approach,Day
PHOENIX SKY HARBOR,13-05-02,Arizona,Approach,Night
PORTLAND INTL (OR),13-05-02,Oregon,Approach,Night
METRO OAKLAND INTL,13-05-02,California,Descent,Night
LIHUE ARPT,13-05-02,Hawaii,Take-off run,Night
MEMPHIS INTL,14-05-02,Tennessee,Climb,Day
MEMPHIS INTL,14-05-02,Tennessee,Approach,Night
SAN ANTONIO INTL,14-05-02,Texas,Climb,Dawn
HONOLULU INTL ARPT,14-05-02,Hawaii,Take-off run,Day
EPPLEY AIRFIELD,14-05-02,Nebraska,Approach,Night
WILL ROGERS WORLD ARPT,15-05-02,Oklahoma,Approach,Day
MEMPHIS INTL,15-05-02,Tennessee,Approach,Night
MEMPHIS INTL,15-05-02,Tennessee,Climb,Night
MINETA SAN JOSE INTL,15-05-02,California,Approach,Day
DETROIT METRO WAYNE COUNTY ARPT,15-05-02,Michigan,Approach,Night
LOGAN INTL,16-05-02,Massachusetts,Landing Roll,Dawn
DETROIT METRO WAYNE COUNTY ARPT,16-05-02,Michigan,Approach,Night
DETROIT METRO WAYNE COUNTY ARPT,16-05-02,Michigan,Climb,Night
LOUISVILLE INTL ARPT,16-05-02,Kentucky,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,16-05-02,Louisiana,Approach,Day
NEWARK LIBERTY INTL ARPT,16-05-02,New Jersey,Approach,Night
LAGUARDIA NY,16-05-02,New York,Approach,Night
PORTLAND INTL (OR),16-05-02,Oregon,Approach,Night
NASHVILLE INTL,16-05-02,Tennessee,Approach,Night
WILL ROGERS WORLD ARPT,17-05-02,Oklahoma,Approach,Dawn
PORTLAND INTL (OR),17-05-02,Oregon,Take-off run,Day
MEMPHIS INTL,17-05-02,Tennessee,Descent,Night
GREATER PITTSBURGH,17-05-02,Pennsylvania,Take-off run,Dawn
MEMPHIS INTL,18-05-02,Tennessee,Approach,Night
LOUISVILLE INTL ARPT,18-05-02,Kentucky,Approach,Night
CHICAGO O'HARE INTL ARPT,19-05-02,Illinois,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,19-05-02,Kentucky,Approach,Day
PORTLAND INTL (OR),19-05-02,Oregon,Landing Roll,Day
PORTLAND INTL (OR),19-05-02,Oregon,Take-off run,Day
MINNEAPOLIS-ST PAUL INTL,19-05-02,Minnesota,Approach,Night
KANSAS CITY INTL,19-05-02,Missouri,Approach,Night
HOUSTON-HOBBY,19-05-02,Texas,Climb,Night
HOUSTON-HOBBY,19-05-02,Texas,Climb,Night
KANSAS CITY INTL,19-05-02,Missouri,Landing Roll,Night
DALLAS/FORT WORTH INTL ARPT,20-05-02,Texas,Landing Roll,Day
SAN FRANCISCO INTL ARPT,20-05-02,California,Approach,Night
KANSAS CITY INTL,20-05-02,Missouri,Descent,Night
DALLAS/FORT WORTH INTL ARPT,20-05-02,Texas,Approach,Day
DENVER INTL AIRPORT,20-05-02,Colorado,Take-off run,Day
CHICAGO MIDWAY INTL ARPT,20-05-02,Illinois,Approach,Night
EPPLEY AIRFIELD,20-05-02,Nebraska,Climb,Night
CHICAGO O'HARE INTL ARPT,21-05-02,Illinois,Approach,Day
LAMBERT-ST LOUIS INTL,21-05-02,Missouri,Approach,Day
PHILADELPHIA INTL,21-05-02,Pennsylvania,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,21-05-02,Kentucky,Landing Roll,Day
METRO OAKLAND INTL,21-05-02,California,Take-off run,Day
CHICAGO O'HARE INTL ARPT,21-05-02,Illinois,Climb,Night
TETERBORO AIRPORT,21-05-02,New Jersey,Landing Roll,Night
DALLAS/FORT WORTH INTL ARPT,22-05-02,Texas,Approach,Night
LAMBERT-ST LOUIS INTL,22-05-02,Missouri,Climb,Day
SALT LAKE CITY INTL,22-05-02,Utah,Climb,Day
INDIANAPOLIS INTL,22-05-02,Indiana,Approach,Night
GREATER PITTSBURGH,22-05-02,Pennsylvania,Approach,Night
LAMBERT-ST LOUIS INTL,22-05-02,Missouri,Climb,Night
ORLANDO INTL,23-05-02,Florida,Approach,Dusk
BARKSDALE AIR FORCE BASE ARPT,23-05-02,Louisiana,Approach,Day
PORTLAND INTL (OR),23-05-02,Oregon,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,23-05-02,Texas,Approach,Dawn
DALLAS/FORT WORTH INTL ARPT,23-05-02,Texas,Landing Roll,Day
MEMPHIS INTL,24-05-02,Tennessee,Approach,Night
HOUSTON-HOBBY,24-05-02,Texas,Approach,Night
GREATER PITTSBURGH,24-05-02,Pennsylvania,Approach,Day
KANSAS CITY INTL,24-05-02,Missouri,Take-off run,Day
LAMBERT-ST LOUIS INTL,24-05-02,Missouri,Take-off run,Day
SALT LAKE CITY INTL,25-05-02,Utah,Climb,Day
METRO OAKLAND INTL,25-05-02,California,Descent,Night
DALLAS/FORT WORTH INTL ARPT,25-05-02,Texas,Landing Roll,Day
INDIANAPOLIS INTL,26-05-02,Indiana,Approach,Night
GREATER PITTSBURGH,27-05-02,Pennsylvania,Climb,Day
SACRAMENTO INTL,27-05-02,California,Landing Roll,Day
GREATER PITTSBURGH,27-05-02,Pennsylvania,Descent,Night
DALLAS/FORT WORTH INTL ARPT,28-05-02,Texas,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,28-05-02,Kentucky,Climb,Day
CHICAGO MIDWAY INTL ARPT,28-05-02,Illinois,Climb,Night
TETERBORO AIRPORT,28-05-02,New Jersey,Approach,Day
DENVER INTL AIRPORT,29-05-02,Colorado,Landing Roll,Dusk
MEMPHIS INTL,29-05-02,Tennessee,Approach,Night
SAN ANTONIO INTL,29-05-02,Texas,Approach,Dawn
LAMBERT-ST LOUIS INTL,29-05-02,Missouri,Approach,Day
BALTIMORE WASH INTL,29-05-02,Maryland,Climb,Night
MEMPHIS INTL,30-05-02,Tennessee,Take-off run,Day
KANSAS CITY INTL,30-05-02,Missouri,Approach,Night
WILL ROGERS WORLD ARPT,30-05-02,Oklahoma,Approach,Night
SAN ANTONIO INTL,30-05-02,Texas,Approach,Night
KANSAS CITY INTL,30-05-02,Missouri,Take-off run,Day
NASHVILLE INTL,31-05-02,Tennessee,Take-off run,Day
CHARLOTTE/DOUGLAS INTL ARPT,31-05-02,North Carolina,Approach,Day
MEMPHIS INTL,31-05-02,Tennessee,Approach,Night
LOUISVILLE INTL ARPT,31-05-02,Kentucky,Climb,Day
CHARLESTON AFB/INTL ARPT,01-06-02,South Carolina,Take-off run,Day
KANSAS CITY INTL,01-06-02,Missouri,Take-off run,Day
EPPLEY AIRFIELD,01-06-02,Nebraska,Take-off run,Day
NEWARK LIBERTY INTL ARPT,01-06-02,New Jersey,Take-off run,Day
PORT COLUMBUS INTL,02-06-02,Ohio,Climb,Day
SAN FRANCISCO INTL ARPT,02-06-02,California,Take-off run,Day
ORLANDO INTL,02-06-02,Florida,Approach,Night
MINNEAPOLIS-ST PAUL INTL,03-06-02,Minnesota,Approach,Day
LOUISVILLE INTL ARPT,04-06-02,Kentucky,Descent,Night
DETROIT METRO WAYNE COUNTY ARPT,04-06-02,Michigan,Climb,Day
ATLANTIC CITY INTL,04-06-02,New Jersey,Take-off run,Day
GREATER PITTSBURGH,05-06-02,Pennsylvania,Approach,Day
LOGAN INTL,05-06-02,Massachusetts,Approach,Dusk
LOUISVILLE INTL ARPT,06-06-02,Kentucky,Climb,Night
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,07-06-02,Kentucky,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,07-06-02,Kentucky,Take-off run,Day
AUSTIN-BERGSTROM INTL,07-06-02,Texas,Take-off run,Day
CHARLOTTE/DOUGLAS INTL ARPT,07-06-02,North Carolina,Approach,Night
SACRAMENTO INTL,08-06-02,California,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,08-06-02,Louisiana,Climb,Day
SACRAMENTO INTL,08-06-02,California,Landing Roll,Day
KANSAS CITY INTL,08-06-02,Missouri,Descent,Night
PORT COLUMBUS INTL,08-06-02,Ohio,Climb,Day
SACRAMENTO INTL,08-06-02,California,Approach,Day
HOUSTON-HOBBY,08-06-02,Texas,Approach,Day
PHILADELPHIA INTL,09-06-02,Pennsylvania,Approach,Day
SACRAMENTO INTL,09-06-02,California,Taxi,Day
PHILADELPHIA INTL,10-06-02,Pennsylvania,Approach,Day
SALT LAKE CITY INTL,10-06-02,Utah,Take-off run,Day
SACRAMENTO INTL,10-06-02,California,Take-off run,Day
DENVER INTL AIRPORT,10-06-02,Colorado,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,10-06-02,Texas,Take-off run,Day
CHICAGO MIDWAY INTL ARPT,11-06-02,Illinois,Approach,Day
LAMBERT-ST LOUIS INTL,12-06-02,Missouri,Approach,Day
LAMBERT-ST LOUIS INTL,12-06-02,Missouri,Approach,Day
GREATER PITTSBURGH,12-06-02,Pennsylvania,Climb,Night
WASHINGTON DULLES INTL ARPT,12-06-02,DC,Approach,Day
EPPLEY AIRFIELD,12-06-02,Nebraska,Approach,Day
DALLAS/FORT WORTH INTL ARPT,12-06-02,Texas,Landing Roll,Day
LAMBERT-ST LOUIS INTL,12-06-02,Missouri,Descent,Dusk
CHICAGO MIDWAY INTL ARPT,13-06-02,Illinois,Approach,Dawn
SACRAMENTO INTL,13-06-02,California,Landing Roll,Day
LAMBERT-ST LOUIS INTL,14-06-02,Missouri,Landing Roll,Day
GEORGE BUSH INTERCONTINENTAL,15-06-02,Texas,Landing Roll,Day
GREATER PITTSBURGH,15-06-02,Pennsylvania,Approach,Dusk
CLEVELAND-HOPKINS INTL ARPT,15-06-02,Ohio,Approach,Night
DALLAS/FORT WORTH INTL ARPT,16-06-02,Texas,Approach,Dawn
MEMPHIS INTL,16-06-02,Tennessee,Approach,Day
RONALD REAGAN WASHINGTON NATL,17-06-02,DC,Take-off run,Day
PORTLAND INTL (OR),17-06-02,Oregon,Landing Roll,Day
INDIANAPOLIS INTL,17-06-02,Indiana,Take-off run,Day
DENVER INTL AIRPORT,17-06-02,Colorado,Take-off run,Day
RONALD REAGAN WASHINGTON NATL,17-06-02,DC,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,18-06-02,Texas,Approach,Day
DENVER INTL AIRPORT,18-06-02,Colorado,Climb,Day
LOUISVILLE INTL ARPT,18-06-02,Kentucky,Approach,Day
SALT LAKE CITY INTL,18-06-02,Utah,Approach,Day
DENVER INTL AIRPORT,18-06-02,Colorado,Take-off run,Day
METRO OAKLAND INTL,19-06-02,California,Climb,Day
NEWARK LIBERTY INTL ARPT,19-06-02,New Jersey,Landing Roll,Day
MINNEAPOLIS-ST PAUL INTL,19-06-02,Minnesota,Landing Roll,Dusk
SACRAMENTO INTL,19-06-02,California,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,19-06-02,North Carolina,Approach,Day
DALLAS/FORT WORTH INTL ARPT,19-06-02,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,19-06-02,Texas,Landing Roll,Day
SAN FRANCISCO INTL ARPT,19-06-02,California,Take-off run,Day
DENVER INTL AIRPORT,19-06-02,Colorado,Take-off run,Day
SEATTLE-TACOMA INTL,20-06-02,Washington,Approach,Day
GREATER PITTSBURGH,21-06-02,Pennsylvania,Climb,Day
DALLAS/FORT WORTH INTL ARPT,21-06-02,Texas,Take-off run,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,22-06-02,Kentucky,Approach,Day
DALLAS/FORT WORTH INTL ARPT,22-06-02,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,22-06-02,Texas,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,22-06-02,Texas,Landing Roll,Day
JOHN F KENNEDY INTL,22-06-02,New York,Take-off run,Dusk
PORTLAND INTL (OR),22-06-02,Oregon,Landing Roll,Night
PORTLAND INTL (OR),23-06-02,Oregon,Approach,Day
EPPLEY AIRFIELD,23-06-02,Nebraska,Climb,Day
LOS ANGELES INTL,23-06-02,California,Landing Roll,Day
SACRAMENTO INTL,23-06-02,California,Landing Roll,Day
SEATTLE-TACOMA INTL,24-06-02,Washington,Climb,Day
SALT LAKE CITY INTL,24-06-02,Utah,Landing Roll,Day
NASHVILLE INTL,24-06-02,Tennessee,Take-off run,Day
LOS ANGELES INTL,24-06-02,California,Landing Roll,Dusk
CHARLOTTE/DOUGLAS INTL ARPT,24-06-02,North Carolina,Approach,Day
SALT LAKE CITY INTL,25-06-02,Utah,Landing Roll,Day
BALTIMORE WASH INTL,25-06-02,Maryland,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,25-06-02,Texas,Landing Roll,Dusk
PORT COLUMBUS INTL,25-06-02,Ohio,Climb,Dawn
CHARLOTTE/DOUGLAS INTL ARPT,26-06-02,North Carolina,Take-off run,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,26-06-02,Kentucky,Landing Roll,Day
PHILADELPHIA INTL,26-06-02,Pennsylvania,Landing Roll,Day
MEMPHIS INTL,26-06-02,Tennessee,Landing Roll,Day
KANSAS CITY INTL,26-06-02,Missouri,Take-off run,Night
KANSAS CITY INTL,26-06-02,Missouri,Approach,Day
DALLAS/FORT WORTH INTL ARPT,26-06-02,Texas,Approach,Day
SACRAMENTO INTL,26-06-02,California,Approach,Night
WASHINGTON DULLES INTL ARPT,27-06-02,DC,Climb,Day
WILL ROGERS WORLD ARPT,27-06-02,Oklahoma,Climb,Day
AUSTIN-BERGSTROM INTL,27-06-02,Texas,Approach,Day
JOHN F KENNEDY INTL,27-06-02,New York,Take-off run,Night
ORLANDO INTL,28-06-02,Florida,Approach,Day
LIHUE ARPT,28-06-02,Hawaii,Landing Roll,Dusk
HONOLULU INTL ARPT,28-06-02,Hawaii,Take-off run,Dusk
PORTLAND INTL (OR),29-06-02,Oregon,Take-off run,Dawn
CHARLESTON AFB/INTL ARPT,29-06-02,South Carolina,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,30-06-02,Texas,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,30-06-02,Kentucky,Approach,Day
LAMBERT-ST LOUIS INTL,30-06-02,Missouri,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,01-07-02,Louisiana,Climb,Dusk
PORTLAND INTL (OR),01-07-02,Oregon,Take-off run,Day
PORTLAND INTL (OR),02-07-02,Oregon,Approach,Day
MEMPHIS INTL,02-07-02,Tennessee,Climb,Day
SACRAMENTO INTL,02-07-02,California,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,02-07-02,Texas,Approach,Dusk
SACRAMENTO INTL,02-07-02,California,Take-off run,Dusk
GEORGE BUSH INTERCONTINENTAL,03-07-02,Texas,Climb,Day
GEORGE BUSH INTERCONTINENTAL,03-07-02,Texas,Landing Roll,Day
SACRAMENTO INTL,03-07-02,California,Climb,Dawn
ORLANDO INTL,03-07-02,Florida,Approach,Day
SEATTLE-TACOMA INTL,03-07-02,Washington,Approach,Day
MEMPHIS INTL,03-07-02,Tennessee,Take-off run,Day
SAN ANTONIO INTL,04-07-02,Texas,Approach,Day
DENVER INTL AIRPORT,05-07-02,Colorado,Approach,Day
EPPLEY AIRFIELD,05-07-02,Nebraska,Landing Roll,Day
DENVER INTL AIRPORT,05-07-02,Colorado,Take-off run,Day
HONOLULU INTL ARPT,05-07-02,Hawaii,Climb,Dusk
ATLANTA INTL,06-07-02,Georgia,Approach,Day
MEMPHIS INTL,06-07-02,Tennessee,Approach,Night
MINNEAPOLIS-ST PAUL INTL,06-07-02,Minnesota,Approach,Day
MEMPHIS INTL,07-07-02,Tennessee,Approach,Day
